t,u,v,w,p,q,r,xf,yf,zf,e0,ex,ey,ez,thr1 commanded,thr2 commanded,thr3 commanded,thr4 commanded,thr1 actual,thr2 actual,thr3 actual,thr4 actual
   0.1833534759954436E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1836666679954567E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1840000099954418E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1843333349954489E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1847135369954516E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1850000059954706E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1853333429954795E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1856666759955047E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1860000469955062E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1863416919955062E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1866666759954977E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1870000029954661E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1873333819954511E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1876667499954369E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1880000139954281E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1883333449954189E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1886666689954032E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1890000019953299E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1893333419952818E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1896666729952383E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1900000009952266E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1903333449952003E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1906666889951711E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1910000069951603E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1913333339951640E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1916666799951641E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1920000189951188E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1925266349951188E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1927960349951188E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1930000039951116E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1938137819951116E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1938962529951116E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1940000069951055E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1950756109951055E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1951650889951055E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1952519559951055E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1953333459951055E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1956666709950821E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1960000039950741E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1963333349950395E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1966666729950295E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1970000169950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1978546189950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1988247479950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1989679309950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1990740389950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1991744109950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.1991754549950198E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
